# master lattice 33^3: u=linspace(-2.0,1.0,33)  w=linspace(0.0,0.4,33)  z=linspace(-2.0,-12.0,33)
# y is the degenerate inclination axis, y == 1.0 everywhere (apex_of_uwyz ignores it and sets x = 1)
# sub-grid shape 15 x 9 x 1 x 9 in (u,w,y,z); rows are in ij order over (iu,iw,iz)
# spin p0 e0 inclination pos Edot_tot Ldot_tot Qdot_tot Edot_hor Edot_inf Ldot_hor Ldot_inf Qdot_hor Qdot_inf elapsed  iu iw iz  u w y z
9.9943765867480960e-01 1.1968097589805746e+00 5.0000000000000003e-02 1.0000000000000000e+00 8.1100000000000000e+02 8.0119944396603193e-02 1.8355374665438373e-01 -3.5420058738333838e-16 -1.0645309833355598e-02 9.0765254229957987e-02 -2.4393330108184539e-02 2.0794707676256685e-01 4.7072872618021080e-17 -4.0127346000135593e-16 1.0677012605536729e+03 4 4 4 -1.6250000000000000e+00 5.0000000000000003e-02 1.0000000000000000e+00 -3.2500000000000000e+00
9.9996837722339826e-01 1.1080299249763090e+00 5.0000000000000003e-02 1.0000000000000000e+00 8.2100000000000000e+02 5.2407135820211018e-02 1.1263610693065079e-01 1.5996136462390230e-16 -7.6645962350940788e-03 6.0071732055304576e-02 -1.6478178924970555e-02 1.2911428585562040e-01 -2.3400100375190156e-17 1.8336146499909155e-16 2.7672243328811601e+03 4 4 8 -1.6250000000000000e+00 5.0000000000000003e-02 1.0000000000000000e+00 -4.5000000000000000e+00
9.9999822172058994e-01 1.0825014508785353e+00 5.0000000000000003e-02 1.0000000000000000e+00 8.3100000000000000e+02 3.7842969112223873e-02 7.9770179199329147e-02 5.2230730101655308e-17 -5.6702088591762045e-03 4.3513177971399343e-02 -1.1956342974632829e-02 9.1726522173959379e-02 -7.8277614762572485e-18 6.0058491577912058e-17 4.8905175965484232e+03 4 4 12 -1.6250000000000000e+00 5.0000000000000003e-02 1.0000000000000000e+00 -5.7500000000000000e+00
9.9999990000000005e-01 1.0758481982871733e+00 5.0000000000000003e-02 1.0000000000000000e+00 8.4100000000000000e+02 3.2943594644531116e-02 6.9066755059054963e-02 1.1396024441621247e-16 -4.9607774857948622e-03 3.7904372130324306e-02 -1.0403858790356291e-02 7.9470613849406943e-02 -1.7165265919665376e-17 1.3112551033587757e-16 6.7905354469241574e+03 4 4 16 -1.6250000000000000e+00 5.0000000000000003e-02 1.0000000000000000e+00 -7.0000000000000000e+00
9.9999999437658671e-01 1.0742230257886685e+00 5.0000000000000003e-02 1.0000000000000000e+00 8.1500000000000000e+02 3.1628228569288375e-02 6.6216913663524737e-02 7.0228775171462254e-18 -4.7675642968659036e-03 3.6395792866152854e-02 -9.9847650292248548e-03 7.6201678692746230e-02 -1.0586119307522740e-18 8.0814894478981834e-18 8.1442292469721287e+03 4 4 20 -1.6250000000000000e+00 5.0000000000000003e-02 1.0000000000000000e+00 -8.2500000000000000e+00
9.9999999968377229e-01 1.0738346886048520e+00 5.0000000000000003e-02 1.0000000000000000e+00 8.2500000000000000e+02 3.1305265426823312e-02 6.5518604954469456e-02 9.4239481807898455e-17 -4.7199568881331252e-03 3.6025222314955786e-02 -9.8817222835914792e-03 7.5400327238059173e-02 -1.4213139685122064e-17 1.0845262149301988e-16 9.2798770354203880e+03 4 4 24 -1.6250000000000000e+00 5.0000000000000003e-02 1.0000000000000000e+00 -9.5000000000000000e+00
9.9999999998221722e-01 1.0737424293378135e+00 5.0000000000000003e-02 1.0000000000000000e+00 8.3500000000000000e+02 3.1227993516667413e-02 6.5351610038160660e-02 1.1737369438934284e-16 -4.7085594836612536e-03 3.5936553000327366e-02 -9.8570660588053558e-03 7.5208676096963953e-02 -1.7705042466211988e-17 1.3507873685554837e-16 9.7193990728519857e+03 4 4 28 -1.6250000000000000e+00 5.0000000000000003e-02 1.0000000000000000e+00 -1.0750000000000000e+01
9.9999999999900002e-01 1.0737205407999442e+00 5.0000000000000003e-02 1.0000000000000000e+00 8.4500000000000000e+02 3.1209656946441480e-02 6.5311985696565739e-02 7.1868568136491037e-17 -4.7058504747368316e-03 3.5915507421177641e-02 -9.8512063207205139e-03 7.5163192017284372e-02 -1.0839446281076387e-17 8.2708014417564548e-17 9.8532196785137057e+03 4 4 32 -1.6250000000000000e+00 5.0000000000000003e-02 1.0000000000000000e+00 -1.2000000000000000e+01
9.8999999999999999e-01 1.5393453000363944e+00 1.0000000000000001e-01 1.0000000000000000e+00 8.9100000000000000e+02 8.6640428690352739e-02 2.4405803421543523e-01 3.0239022946668445e-16 -8.0259432429772640e-03 9.4666371933329774e-02 -2.2591648759760132e-02 2.6664968297519276e-01 -2.7986006478111362e-17 3.3037623594479272e-16 4.1482998740859330e+02 4 8 0 -1.6250000000000000e+00 1.0000000000000001e-01 1.0000000000000000e+00 -2.0000000000000000e+00
9.9943765867480960e-01 1.2332564727828095e+00 1.0000000000000001e-01 1.0000000000000000e+00 9.1000000000000000e+02 7.9024381135755453e-02 1.8265871926894478e-01 -2.2580336144837473e-16 -1.0218342106420301e-02 8.9242723242175137e-02 -2.3632703049935505e-02 2.0629142231887898e-01 2.9216157536191544e-17 -2.5501951898456058e-16 1.6250284649487585e+03 4 8 4 -1.6250000000000000e+00 1.0000000000000001e-01 1.0000000000000000e+00 -3.2500000000000000e+00
